date,average_gas_per_transaction
2020-02-29,791182376309.1361
2020-02-28,812836728640.6707
2020-02-27,212126290941.28055
2020-02-26,155612744046.34198
2020-02-25,300162759140.5986
2020-02-24,212129053803.97696
2020-02-23,321337193080.3575
2020-02-22,244661663315.1397
2020-02-21,254673580541.6705
2020-02-20,202132218954.01254
2020-02-19,420681287403.29803
2020-02-18,218242610150.58566
2020-02-17,254181351161.15408
2020-02-16,206572160796.66022
2020-02-15,195139634574.84235
2020-02-14,239097812596.95923
2020-02-13,867033249813.7733
2020-02-12,833027347114.5565
2020-02-11,299890350260.2344
2020-02-10,178092824363.78806
2020-02-09,320096414826.8182
2020-02-08,282660008368.3956
2020-02-07,257117126319.37213
2020-02-06,180549705465.6623
2020-02-05,300162465394.1429
2020-02-04,313680746107.5996
2020-02-03,332467995900.49365
2020-02-02,167781565748.34592
2020-02-01,182219540135.8317
2020-01-31,290054120921.6018
2020-01-30,354788310762.6514
2020-01-29,346883009663.19525
2020-01-28,350042671614.1022
2020-01-27,182183527102.52356
2020-01-26,224403005574.85596
2020-01-25,1153479690815.3982
2020-01-24,80441712686.28485
2020-01-23,205360301592.6783
2020-01-22,996094398773.8601
2020-01-21,304192371621.2401
2020-01-20,244247673418.31863
2020-01-19,162021984827.3722
2020-01-18,430698218356.8341
2020-01-17,1716343519372.695
2020-01-16,444202659443.48627
2020-01-15,1130379742090.2673
2020-01-14,175424456244.99734
2020-01-13,171800273928.45642
2020-01-12,85603130408.60889
2020-01-11,144986349342.4821
2020-01-10,206388334442.22714
2020-01-09,274935335047.6472
2020-01-08,245123949869.16428
2020-01-07,878437331494.1383
2020-01-06,240331753879.96188
2020-01-05,190919227685.7304
2020-01-04,248796784914.87448
2020-01-03,207625619343.33148
2020-01-02,123211867030.2939
2020-01-01,257516166033.40637
2019-12-31,236249172129.48477
2019-12-30,203589623955.43127
2019-12-29,252999485000.6445
2019-12-28,164886091127.1
2019-12-27,163476912660.79868
2019-12-26,182007485226.52588
2019-12-25,145629282058.01294
2019-12-24,198042965924.2356
2019-12-23,219882544418.8261
2019-12-22,320620809326.00854
2019-12-21,305313710691.8234
2019-12-20,1054183789644.89
2019-12-19,217434010805.2479
2019-12-18,221799217731.42038
2019-12-17,168004952246.19647
2019-12-16,293350513196.4813
2019-12-15,143382732199.58966
2019-12-14,261459730082.7184
2019-12-13,193529838077.8273
2019-12-12,148905484460.6939
2019-12-11,169395540212.72635
2019-12-10,156009229251.7964
2019-12-09,483409698558.31903
2019-12-08,402735415617.13025
2019-12-07,248294320328.99854
2019-12-06,315629813271.4422
2019-12-05,317186907648.2271
2019-12-04,441994865637.5083
2019-12-03,295866622501.93243
2019-12-02,450772285251.2155
2019-12-01,345526230736.3022
2019-11-30,350262014690.4512
2019-11-29,269443625730.9941
2019-11-28,1026310638297.8723
2019-11-27,1059031253590.7166
2019-11-26,1179675656847.1338
2019-11-25,1060692084100.3794
2019-11-24,2330358742345.3105
2019-11-23,3521842090669.624
2019-11-22,4385361439214.9824
2019-11-21,3077256639349.3276
2019-11-20,3121273862263.3926
2019-11-19,2773569051221.0977
2019-11-18,828318166804.2952
2019-11-17,714871166448.2307
2019-11-16,694370593835.5349
2019-11-15,702688844157.2217
2019-11-14,1147911637931.0354
2019-11-13,703357312082.7063
2019-11-12,648956261000.7546
2019-11-11,544120538860.10364
2019-11-10,675856682577.5638
2019-11-09,527331665102.6996
2019-11-08,373842377260.9818
2019-11-07,544323550612.7059
2019-11-06,714560221746.743
2019-11-05,546550860134.6283
2019-11-04,1579186493951.8057
2019-11-03,1081105655042.4109
2019-11-02,822363901155.7416
2019-11-01,945538339059.7499
2019-10-31,1210999500349.7559
2019-10-30,816489477192.6475
2019-10-29,1006742159905.81
2019-10-28,1552795877233.1672
2019-10-27,1273280486379.047
2019-10-26,1318461416280.6104
2019-10-25,2424577687335.42
2019-10-24,3533342587251.2227
2019-10-23,4093292877621.0093
2019-10-22,3338098449467.59
2019-10-21,3550751381490.522
2019-10-20,3652121257114.566
2019-10-19,3640157377049.193
2019-10-18,3611777556304.945
2019-10-17,2669209094701.7114
2019-10-16,2674708380338.447
2019-10-15,1312885110767.6445
2019-10-14,1839394475580.469
2019-10-13,946142061734.0172
2019-10-12,1371652638723.906
2019-10-11,2743668732872.2466
2019-10-10,3876915150110.1147
2019-10-09,3224999509438.9165
2019-10-08,2683032649006.6514
2019-10-07,3431110228606.5615
2019-10-06,1612714937864.5657
2019-10-05,2971175606739.8306
2019-10-04,3537701371450.6475
2019-10-03,3047277940988.634
2019-10-02,3710865976181.8823
2019-10-01,1450675491501.5264
2019-09-30,530861447453.55286
2019-09-29,613281373606.6162
2019-09-28,602309858023.0387
2019-09-27,573368606557.3756
2019-09-26,488239633058.0984
2019-09-25,411974489795.9193
2019-09-24,2794367115165.336
2019-09-23,2686113091922.0103
2019-09-22,635672285224.1462
2019-09-21,1047706695717.7578
2019-09-20,1129824038547.3347
2019-09-19,887569200093.8279
2019-09-18,685105155611.4398
2019-09-17,2206515511734.823
2019-09-16,959670147420.1519
2019-09-15,2487730055817.942
2019-09-14,1650556177474.4043
2019-09-13,413915643792.7343
2019-09-12,1051832438078.1865
2019-09-11,342098278993.98663
2019-09-10,443173184357.542
2019-09-09,533522833017.409
2019-09-08,378679124579.1271
2019-09-07,268399287715.08148
2019-09-06,402200990799.7153
2019-09-05,322528397240.493
2019-09-04,539985141686.1867
2019-09-03,399937692726.284
2019-09-02,441439146673.6072
2019-09-01,348882460973.37006
2019-08-31,356298441181.79944
2019-08-30,529401776836.6784
2019-08-29,392429756726.2774
2019-08-28,445569043201.6935
2019-08-27,593321367604.2675
2019-08-26,1338031047710.3806
2019-08-25,575762638137.7849
2019-08-24,554825801508.0052
2019-08-23,524573166648.0635
2019-08-22,688827933313.9463
2019-08-21,841112352336.9286
2019-08-20,725150189895.2699
2019-08-19,412032136620.4727
2019-08-18,906586740083.7233
2019-08-17,471511379928.31525
2019-08-16,494424831235.17615
2019-08-15,552694108174.1969
2019-08-14,564131156269.4111
2019-08-13,715887516142.9183
2019-08-12,2484540229885.058
2019-08-11,2218778736089.0303
2019-08-10,1431299243348.792
2019-08-09,1384109181141.439
2019-08-08,2018411000415.1099
2019-08-07,8111067943456.455
2019-08-06,713403584851.1134
2019-08-05,1166772368421.0493
2019-08-04,2164894624376.5652
2019-08-03,1892714285714.285
2019-08-02,2830916605166.0527
2019-08-01,2085976687116.5652
2019-07-31,3381732615124.6313
2019-07-30,2011673167662.7866
2019-07-29,6107408502772.644
2019-07-28,5172652624756.964
2019-07-27,2489938235559.782
2019-07-26,3982776774193.5483
2019-07-25,2577844057927.7407
2019-07-24,3899864019253.9106
2019-07-23,1614443992405.7495
2019-07-22,2445536817168.3384
2019-07-21,2069756521739.1304
2019-07-20,4888787530266.342
2019-07-19,2500112685370.742
2019-07-18,5082075772681.959
2019-07-17,3262509840951.2075
2019-07-16,1998321005489.7373
2019-07-15,2490809570586.598
2019-07-14,9313808547547.074
2019-07-13,2943829595106.313
2019-07-12,2637362374020.155
2019-07-11,4382542843814.1475
2019-07-10,580050420168.0668
2019-07-09,372185630341.8805
2019-07-08,811599746675.1108
2019-07-07,786848760041.9141
2019-07-06,673723006644.5183
2019-07-05,330079281974.56995
2019-07-04,701015680323.7225
2019-07-03,772607447285.7783
2019-07-02,392160173273.8252
2019-07-01,701075969485.0604
2019-06-30,597405148514.8514
2019-06-29,837241592920.3539
2019-06-28,1144757604373.7576
2019-06-27,1137174492753.623
2019-06-26,949669690334.6885
2019-06-25,1281296898986.802
2019-06-24,1457279715539.6318
2019-06-23,611266350389.6979
2019-06-22,912987500000.0005
2019-06-21,410848383962263.1
2019-06-20,805078487991.647
2019-06-19,1318298907766.9897
2019-06-18,402272395622.2131
2019-06-17,1266711586901.7634
2019-06-16,167152956167.1763
2019-06-15,129683684210.52634
2019-06-14,98844959558.09824
2019-06-13,163249999999.9999
2019-06-12,299044623065.402
2019-06-11,301351836899.4751
2019-06-10,482877000842.45996
2019-06-09,314324461269.6565
2019-06-08,339165579710.1449
2019-06-07,135837247191.01125
2019-06-06,291555738498.7893
2019-06-05,1017341040.4624293
2019-06-04,1133966101.6949148
2019-06-03,1264746227.7091908
2019-06-02,1025714285.7142867
2019-06-01,1052427184.4660192
2019-05-31,1010497667.1850699
2019-05-30,1030677966.1016954
2019-05-29,1024691358.0246912
2019-05-28,1051794071.762871
2019-05-27,1046301524.5623931
2019-05-26,2483636363.636362
2019-05-25,1055900621.1180121
2019-05-24,1058968058.9680599
2019-05-23,1012277413.308341
2019-05-22,1016561514.1955838
2019-05-21,1017368421.0526307
2019-05-20,2592933947.772658
2019-05-19,1056504599.2115632
2019-05-18,1049309912.1706406
2019-05-17,1021254536.0290315
2019-05-16,1727773949.000689
2019-05-15,1062077012.8354722
2019-05-14,1062252964.4268765
2019-05-13,1992644320.2979527
2019-05-12,1075974025.9740274
2019-05-11,1023764617.125611
2019-05-10,1020787746.1706789
2019-05-09,1008641975.3086419
2019-05-08,1021390374.3315512
2019-05-07,1007163323.7822354
2019-05-06,1003802281.3688211
2019-05-05,1005006257.8222785
2019-05-04,1006578947.3684216
2019-05-03,1005322687.9574181
2019-05-02,4879377431.906616
2019-05-01,1011406844.1064639
2019-04-30,1013178294.5736436
2019-04-29,1023404255.3191491
2019-04-28,1134259259.25926
2019-04-27,1013333333.3333333
2019-04-26,1007364244.655257
2019-04-25,1011331444.7592069
2019-04-24,1036789297.6588635
2019-04-23,1055555555.555556
2019-04-22,1195345557.1227088
2019-04-21,1155339805.8252409
2019-04-20,1093147751.6059976
2019-04-19,150055415617.12875
2019-04-18,4246615087.0406213
2019-04-17,1082083662.194162
2019-04-16,1200348432.0557504
2019-04-15,1020710434.5068189
2019-04-14,1086639676.1133611
2019-04-13,1176136363.6363645
2019-04-12,1029710711.4933542
2019-04-11,1079545454.5454543
2019-04-10,1209876543.2098758
2019-04-09,1048829431.4381263
2019-04-08,1099159663.865548
2019-04-07,1151419558.3596215
2019-04-06,1042801556.420234
2019-04-05,1094182825.484766
2019-04-04,1011876484.5605719
2019-04-03,1474894988066.8284
2019-04-02,7561462728.551349
