date,total_volume
2022-06-19,193710644928608583781.000000000
2022-06-18,337217646805853313042.000000000
2022-06-17,257045047796778047595.000000000
2022-06-16,366565166580522121979.000000000
2022-06-15,316000025307387893660.000000000
2022-06-14,500818214064457162326.000000000
2022-06-13,531600066512989815355.000000000
2022-06-12,197349288318377543392.000000000
2022-06-11,250805494098123727354.000000000
2022-06-10,327665516158908108006.000000000
2022-06-09,164668070704952411819.000000000
2022-06-08,199428586400157605443.000000000
2022-06-07,317485692036452582080.000000000
2022-06-06,393554614277833125399.000000000
2022-06-05,153693483513011565504.000000000
2022-06-04,118588047084216018954.000000000
2022-06-03,317537392636154791982.000000000
2022-06-02,326323186348486521327.000000000
2022-06-01,517308184722424311612.000000000
2022-05-31,572895343512707865368.000000000
2022-05-30,271803952801689152756.000000000
2022-05-29,394533432204818391680.000000000
2022-05-28,203635955528495094116.000000000
2022-05-27,333065061550001172161.000000000
2022-05-26,461171841227195040161.000000000
2022-05-25,178809609496189879892.000000000
2022-05-24,588479765277357678661.000000000
2022-05-23,628933073480399184782.000000000
2022-05-22,660901026671848322267.000000000
2022-05-21,220468595197485584108.000000000
2022-05-20,462413010627498482114.000000000
2022-05-19,480496080442033413507.000000000
2022-05-18,368470414075566087814.000000000
2022-05-17,343455950832818589952.000000000
2022-05-16,247179619721758186324.000000000
2022-05-15,177922856376211908133.000000000
2022-05-14,328174129566756661571.000000000
2022-05-13,780383571489873324166.000000000
2022-05-12,837511755591556910634.000000000
2022-05-11,829989102656737627451.000000000
2022-05-10,736198695944086309596.000000000
2022-05-09,436113655298119293949.000000000
2022-05-08,419476363675241618400.000000000
2022-05-07,509866725502550899707.000000000
2022-05-06,680587086611879216751.000000000
2022-05-05,1001243729373098411705.000000000
2022-05-04,486423066389916551605.000000000
2022-05-03,208018908574519991729.000000000
2022-05-02,274997247445429199368.000000000
2022-05-01,351331235891690177481.000000000
2022-04-30,369236264853513284857.000000000
2022-04-29,530310706691853801325.000000000
2022-04-28,605552846071292587043.000000000
2022-04-27,474511385260949773668.000000000
2022-04-26,632169052670211049545.000000000
2022-04-25,555671625959452422481.000000000
2022-04-24,286088865105395995478.000000000
2022-04-23,201033089466682076646.000000000
2022-04-22,361710137903117726018.000000000
2022-04-21,811433452458493937989.000000000
2022-04-20,922178527644179480542.000000000
2022-04-19,468521175259307175910.000000000
2022-04-18,330301107240134200066.000000000
2022-04-17,359639760799828480010.000000000
2022-04-16,216343416868022970223.000000000
2022-04-15,449264817550835878600.000000000
2022-04-14,553051114843547263960.000000000
2022-04-13,367103743369095537817.000000000
2022-04-12,540052300978551523852.000000000
2022-04-11,670427717019269040555.000000000
2022-04-10,416680169760189151203.000000000
2022-04-09,631316992834476650039.000000000
2022-04-08,544427408545735034746.000000000
2022-04-07,391834798763543000487.000000000
2022-04-06,724543982215861041714.000000000
2022-04-05,614753541206698959556.000000000
2022-04-04,732900277753479905835.000000000
2022-04-03,712809617564841699640.000000000
2022-04-02,733218330917214237910.000000000
2022-04-01,1882026808757142183815.000000000
2022-03-31,2076209655969587966897.000000000
2022-03-30,2133508415242686053820.000000000
2022-03-29,726747474632008436317.000000000
2022-03-28,1222733174837836949916.000000000
2022-03-27,1574739013714264115788.000000000
2022-03-26,1474428907325571419336.000000000
2022-03-25,157014393889993758090.000000000
2022-03-24,175250328624576847143.000000000
2022-03-23,292288418387784819343.000000000
2022-03-22,166675015289529194429.000000000
2022-03-21,136530588160375804948.000000000
2022-03-20,96015059711274420930.000000000
2022-03-19,102731999669188351344.000000000
2022-03-18,119720228396707109191.000000000
2022-03-17,127171093836463276283.000000000
2022-03-16,110691117369012540249.000000000
2022-03-15,121483256508029490817.000000000
2022-03-14,120970115604255969821.000000000
2022-03-13,132046296947175439709.000000000
2022-03-12,117869260467438537318.000000000
2022-03-11,284163845979097691870.000000000
2022-03-10,1990503505600811645996.000000000
2022-03-09,229271044155683571206.000000000
2022-03-08,179331390017324338464.000000000
2022-03-07,161131253703587357634.000000000
2022-03-06,129116982691333382191.000000000
2022-03-05,72680056086540082236.000000000
2022-03-04,138965669499328205603.000000000
2022-03-03,190080583790843451467.000000000
2022-03-02,175229131398321979853.000000000
2022-03-01,396980384613085131690.000000000
2022-02-28,224585010640184241578.000000000
2022-02-27,189680362427450755176.000000000
2022-02-26,187428369143755905788.000000000
2022-02-25,164063560601043055881.000000000
2022-02-24,291561762592700659397.000000000
2022-02-23,239778489114827589960.000000000
2022-02-22,271158659461973646824.000000000
2022-02-21,159887390888298382341.000000000
2022-02-20,114701815658448301813.000000000
2022-02-19,112174704111239588112.000000000
2022-02-18,132517982332653386273.000000000
2022-02-17,137566101333844977377.000000000
2022-02-16,123362886316360906805.000000000
2022-02-15,106722837515884680802.000000000
2022-02-14,181535352690474666955.000000000
2022-02-13,103789003540837459711.000000000
2022-02-12,142807098905199718596.000000000
2022-02-11,170631283210529657874.000000000
2022-02-10,141876646181153761404.000000000
2022-02-09,192133366169232560118.000000000
2022-02-08,369728477169706414160.000000000
2022-02-07,254461790713601886961.000000000
2022-02-06,167350147492311104371.000000000
2022-02-05,200996766802383340236.000000000
2022-02-04,448887168919681645493.000000000
2022-02-03,249195581369242042464.000000000
2022-02-02,142781509653566300793.000000000
2022-02-01,246779392516934457562.000000000
2022-01-31,185268938070026751159.000000000
2022-01-30,147489093862417413918.000000000
2022-01-29,126737824395119709856.000000000
2022-01-28,171471591399081370370.000000000
2022-01-27,206894538758602832125.000000000
2022-01-26,635352997061741076972.000000000
2022-01-25,298554327837781218199.000000000
2022-01-24,232688384685423025709.000000000
2022-01-23,260232743592037066788.000000000
2022-01-22,305143657032526836500.000000000
2022-01-21,390172226826351951243.000000000
2022-01-20,379993629236321984348.000000000
2022-01-19,276128942129463998349.000000000
2022-01-18,140843550511352538393.000000000
2022-01-17,160237148906342724189.000000000
2022-01-16,163517853138791829920.000000000
2022-01-15,159128494366660777881.000000000
2022-01-14,158788602772625217280.000000000
2022-01-13,282571869207121148060.000000000
2022-01-12,189011510734831484199.000000000
2022-01-11,121566838432416937481.000000000
2022-01-10,295597257273314350313.000000000
2022-01-09,153245408788585298946.000000000
2022-01-08,163988912880082695956.000000000
2022-01-07,327587546762696814265.000000000
2022-01-06,279266088339282253697.000000000
2022-01-05,351648781926501582725.000000000
2022-01-04,222184924581104637299.000000000
2022-01-03,161276267340821733102.000000000
2022-01-02,202556287120595882875.000000000
2022-01-01,514911713875367322907.000000000
2021-12-31,543898534141403894313.000000000
2021-12-30,445018397795751797520.000000000
2021-12-29,305462178249017358600.000000000
2021-12-28,242725655739863143027.000000000
2021-12-27,497534294041870828038.000000000
2021-12-26,143160275605503007483.000000000
2021-12-25,161329494507264699409.000000000
2021-12-24,274231089273678382590.000000000
2021-12-23,253833354601200423510.000000000
2021-12-22,305877100046967307472.000000000
2021-12-21,156009906844364602317.000000000
2021-12-20,162061631458882792333.000000000
2021-12-19,266484069117114357718.000000000
2021-12-18,420443611596337846263.000000000
2021-12-17,118718974443907095667.000000000
2021-12-16,153826613943184530909.000000000
2021-12-15,169237832426582058945.000000000
2021-12-14,178409368633569789764.000000000
2021-12-13,183279501900650507337.000000000
2021-12-12,117040436457595248223.000000000
2021-12-11,199978306952577129710.000000000
2021-12-10,232183003252727465452.000000000
2021-12-09,322818350265832950264.000000000
2021-12-08,279526594919362727310.000000000
2021-12-07,273880319402462854377.000000000
2021-12-06,793714293327245691392.000000000
2021-12-05,213911507626211624568.000000000
2021-12-04,430793214109334959311.000000000
2021-12-03,228564449633217335658.000000000
2021-12-02,189807379122871346097.000000000
2021-12-01,171694274729249202672.000000000
2021-11-30,223925180567796558958.000000000
2021-11-29,1362316163991915707544.000000000
2021-11-28,155245754874633884566.000000000
2021-11-27,128965517034494416855.000000000
2021-11-26,491531768712644816092.000000000
2021-11-25,267220117327747688320.000000000
2021-11-24,218320481418889649123.000000000
2021-11-23,168866564697998358742.000000000
2021-11-22,227338345327226533493.000000000
2021-11-21,165328974547670589964.000000000
2021-11-20,154573350105982638778.000000000
2021-11-19,268980179923093019442.000000000
2021-11-18,393523138988108051385.000000000
2021-11-17,346858152703663092202.000000000
2021-11-16,327652242397354339605.000000000
2021-11-15,216848281766105742728.000000000
2021-11-14,211689523019292769703.000000000
2021-11-13,165088918557851071584.000000000
2021-11-12,314198582922025294956.000000000
2021-11-11,244333003947444754975.000000000
2021-11-10,358323553345046245668.000000000
2021-11-09,404468550191802747667.000000000
2021-11-08,235196953196887205695.000000000
2021-11-07,220142984703786402812.000000000
2021-11-06,152715800994315218939.000000000
2021-11-05,322242385318808409504.000000000
2021-11-04,278813066136713321422.000000000
2021-11-03,248182723044120436472.000000000
2021-11-02,252506926691073522219.000000000
2021-11-01,344764182148906045206.000000000
2021-10-31,722938802478995691700.000000000
2021-10-30,284411738182613764495.000000000
2021-10-29,206708850035186104535.000000000
2021-10-28,264047847365562039938.000000000
2021-10-27,394011660965317141427.000000000
2021-10-26,260275441190186922855.000000000
2021-10-25,487693352039710632930.000000000
2021-10-24,207303258634680829335.000000000
2021-10-23,266508324652262139615.000000000
2021-10-22,555105973066428440982.000000000
2021-10-21,234914847060328626752.000000000
2021-10-20,278132127281904524809.000000000
2021-10-19,197598839314249041435.000000000
2021-10-18,170594265330442593468.000000000
2021-10-17,146692827907417770914.000000000
2021-10-16,262344864253122456226.000000000
2021-10-15,309094249669194431014.000000000
2021-10-14,183598379164255399788.000000000
2021-10-13,199517153579403017969.000000000
2021-10-12,191822722686040682908.000000000
2021-10-11,163753854679323312645.000000000
2021-10-10,174752382810487451531.000000000
2021-10-09,187418103685811698470.000000000
2021-10-08,260981977511381839765.000000000
2021-10-07,582720079694770820204.000000000
2021-10-06,521136299014067929867.000000000
2021-10-05,320089067855829146146.000000000
2021-10-04,177966176326369227929.000000000
2021-10-03,370954662905751536676.000000000
2021-10-02,252500874085395285972.000000000
2021-10-01,570414515704520944794.000000000
2021-09-30,314254197756908249211.000000000
2021-09-29,260248180092986589371.000000000
2021-09-28,199834360233179449538.000000000
2021-09-27,265988249579707171361.000000000
2021-09-26,220888760174738232192.000000000
2021-09-25,137691698975342453265.000000000
2021-09-24,449411757264156357856.000000000
2021-09-23,362711713530364649076.000000000
2021-09-22,176824445430946974966.000000000
2021-09-21,1330652405607339482188.000000000
2021-09-20,312747920722435691615.000000000
2021-09-19,78620695472501870193.000000000
2021-09-18,108572082918412720923.000000000
2021-09-17,203819890817950007026.000000000
2021-09-16,208305454246416358199.000000000
2021-09-15,267566868871042534365.000000000
2021-09-14,133585518961587134097.000000000
2021-09-13,303540514719035498230.000000000
2021-09-12,163803692635511049462.000000000
2021-09-11,136192027570616213000.000000000
2021-09-10,324324091773392545744.000000000
2021-09-09,200242795683602149252.000000000
2021-09-08,272446599074693406677.000000000
2021-09-07,529268785342464794247.000000000
2021-09-06,171851705611978948600.000000000
2021-09-05,156689203216845601584.000000000
2021-09-04,118651165213879008841.000000000
2021-09-03,171410363848117953411.000000000
2021-09-02,360139151674169623963.000000000
2021-09-01,50422389740045061896.000000000
2021-08-31,43012453750044647806.000000000
2021-08-30,20861252943816156035.000000000
2021-08-29,131963750843819478396.000000000
2021-08-28,146274345963791446512.000000000
2021-08-27,225242217410796591512.000000000
2021-08-26,241384151255581087230.000000000
2021-08-25,275703991367611710963.000000000
2021-08-24,299823015142440220020.000000000
2021-08-23,483747568880538248425.000000000
2021-08-22,140108219092501640985.000000000
2021-08-21,287913437211450601102.000000000
2021-08-20,183121888487475704913.000000000
2021-08-19,192915397610380218883.000000000
2021-08-18,121254887826166892314.000000000
2021-08-17,168517843448905330810.000000000
2021-08-16,235103578562511940839.000000000
2021-08-15,116304153283734247793.000000000
2021-08-14,301358465447063421166.000000000
2021-08-13,236729416515944154195.000000000
2021-08-12,185296647237457700351.000000000
2021-08-11,314768228358512228926.000000000
2021-08-10,349387814006673789551.000000000
2021-08-09,220895785322159354575.000000000
2021-08-08,163188194797935726766.000000000
2021-08-07,314285208705943438688.000000000
2021-08-06,232200173317380529030.000000000
2021-08-05,183738590902192355272.000000000
2021-08-04,113000704638232662693.000000000
2021-08-03,140157708726230811276.000000000
2021-08-02,120978041093076580333.000000000
2021-08-01,212491029308635001037.000000000
2021-07-31,283496463163614690344.000000000
2021-07-30,94230689843427516601.000000000
2021-07-29,53791943251203711358.000000000
2021-07-28,173048091531073704084.000000000
2021-07-27,190275150016235045427.000000000
