date,volume
2020-03-01,299874977.507938316
2020-02-29,55546148.723396494
2020-02-28,114750279.206554772
2020-02-27,790683983.991057646
2020-02-26,240413399.031746071
2020-02-25,730852029.301761634
2020-02-24,167445694.576839181
2020-02-23,110878066.403208169
2020-02-22,295538363.948278065
2020-02-21,145775281.073455041
2020-02-20,148766826.858607749
2020-02-19,132922087.778711787
2020-02-18,103091879.210847185
2020-02-17,169016143.722773327
2020-02-16,143610012.312813578
2020-02-15,390290767.36100721
2020-02-14,112543160.064090742
2020-02-13,140469755.183802047
2020-02-12,219053507.801346708
2020-02-11,77341360.562689381
2020-02-10,117762973.059717487
2020-02-09,125590874.160168458
2020-02-08,105127954.52345004
2020-02-07,213444445.556005888
2020-02-06,132311060.591583342
2020-02-05,416331274.094122526
2020-02-04,36891347.664616746
2020-02-03,44168992.058746015
2020-02-02,130287618.887422897
2020-02-01,84334414.090775071
2020-01-31,188838190.391045381
2020-01-30,60081583.438091723
2020-01-29,162832872.970226901
2020-01-28,40028116.977962741
2020-01-27,23432789.573421046
2020-01-26,30836802.326463253
2020-01-25,13588848.539818333
2020-01-24,25539275.339264876
2020-01-23,25640456.900958856
2020-01-22,49955950.387535549
2020-01-21,39748388.744647135
2020-01-20,323253031.348568263
2020-01-19,67266089.207310875
2020-01-18,58073656.93661564
2020-01-17,49842674.655453625
2020-01-16,473945985.550126937
2020-01-15,126250168.893155816
2020-01-14,231727720.206316527
2020-01-13,52572768.938128493
2020-01-12,64556906.814614029
2020-01-11,47690657.790213076
2020-01-10,72378153.286951322
2020-01-09,346611485.234581951
2020-01-08,82533697.712385618
2020-01-07,53297348.239594773
2020-01-06,109691593.875145287
2020-01-05,31507240.193286874
2020-01-04,60097275.517396801
2020-01-03,57380905.846593494
2020-01-02,66256531.15452822
2020-01-01,29599942.591263061
2019-12-31,138182099.021195236
2019-12-30,71169476.712740099
2019-12-29,68228430.894645742
2019-12-28,46724854.740982483
2019-12-27,55751751.06788231
2019-12-26,109345239.226432156
2019-12-25,38561816.159789271
2019-12-24,45145067.452882913
2019-12-23,114467890.295961069
2019-12-22,89428046.986284956
2019-12-21,36352183.053709292
2019-12-20,80292510.517543433
2019-12-19,87306943.329749921
2019-12-18,826810043.778892536
2019-12-17,421401210.084549715
2019-12-16,26545598.908017733
2019-12-15,426541838.805448917
2019-12-14,52647295.454819638
2019-12-13,44462429.525691226
